matrix Matrix A:
0.0001359651, -0.0000254038, 0.0000087869, -0.0002236768, 0.0000139950, 0.0000029624, -0.0000036587, -0.0000895045, -0.0002038782, 0.0000001285, 0.0000000044, 0.0000000097, -0.0000000118, -0.0000004652, 0.0000000039, 0.0000037988, -0.0000005793, -0.0000014187, -0.0000012187, 0.0000055082, -0.0000012570, 0.0000027265, 
-0.0000283192, 0.0000564455, 0.0000034303, 0.0000758643, -0.0000022948, -0.0000037987, 0.0000441328, 0.0000162468, 0.0000703469, -0.0000000167, 0.0000000948, -0.0000000032, 0.0000001588, 0.0000001195, 0.0000000130, -0.0000004677, -0.0000135865, 0.0000000479, 0.0000037442, -0.0000019913, -0.0000053619, 0.0000361204, 
0.0000088730, 0.0000028466, 0.0000074667, -0.0000207099, -0.0000102548, 0.0004185958, 0.0000031382, -0.0000060828, -0.0000126820, 0.0000000094, 0.0000000087, 0.0000000006, -0.0000000019, -0.0000000220, 0.0000001735, 0.0000002073, -0.0000012458, -0.0000001079, -0.0000004972, 0.0000002193, -0.0000447771, 0.0000587722, 
-0.0003237707, 0.0000776405, -0.0000208753, 0.0010163274, -0.0000355500, -0.0000067061, 0.0000111750, 0.0002154294, 0.0006234672, -0.0000001735, -0.0000000025, -0.0000000197, 0.0000002079, -0.0000023614, -0.0000000085, -0.0000003610, 0.0000002236, 0.0000024938, 0.0000211514, -0.0000131150, 0.0000025516, -0.0000046943, 
0.0000145970, -0.0000943145, -0.0000075610, -0.0000348719, 0.0005051155, -0.0000851035, -0.0000728975, -0.0000091033, -0.0000393307, 0.0000000105, -0.0000000655, -0.0000000136, 0.0000031740, 0.0000000894, -0.0000000118, 0.0000001491, 0.0000060745, 0.0000039566, 0.0003698530, 0.0000012773, 0.0000437408, -0.0000559924, 
0.0000032418, -0.0000022760, 0.0000087022, -0.0000069017, -0.0000855404, 0.0042553627, -0.0000019473, -0.0000020507, -0.0000052105, 0.0000000084, -0.0000000257, -0.0000000008, 0.0000001457, -0.0000000014, 0.0000000322, -0.0000031672, 0.0000094710, 0.0000001341, 0.0000100797, 0.0000000640, -0.0013486491, -0.0000950330, 
-0.0000041462, 0.0000390987, 0.0000034396, 0.0000112122, -0.0000729009, -0.0000019223, 0.0000319058, 0.0000024382, 0.0000104768, -0.0000000057, 0.0000000768, 0.0000000023, 0.0000000277, 0.0000000188, 0.0000000088, -0.0000001524, -0.0000113936, -0.0000008686, -0.0000026728, -0.0000002372, -0.0000042619, 0.0000266823, 
-0.0000908684, 0.0000168647, -0.0000061907, 0.0002154248, -0.0000091117, -0.0000020510, 0.0000024377, 0.0000629041, 0.0001352848, -0.0000000994, -0.0000000036, -0.0000000032, 0.0000000113, 0.0000002393, -0.0000000027, -0.0000029459, 0.0000004863, 0.0000002731, 0.0000010087, -0.0000024375, 0.0000008980, -0.0000019914, 
-0.0002281567, 0.0000728446, -0.0000127124, 0.0006234174, -0.0000394919, -0.0000051744, 0.0000104677, 0.0001352852, 0.0005850712, -0.0000000990, 0.0000000012, -0.0000000542, 0.0000000582, 0.0000009259, -0.0000000041, -0.0000029003, -0.0000000373, 0.0000097264, 0.0000038568, -0.0000167298, 0.0000013214, -0.0000003801, 
0.0000001303, -0.0000000170, 0.0000000096, -0.0000001735, 0.0000000105, 0.0000000084, -0.0000000056, -0.0000000994, -0.0000000990, 0.0000000588, -0.0000000000, 0.0000000000, -0.0000000000, -0.0000000003, 0.0000000000, -0.0000000020, -0.0000000000, -0.0000000008, -0.0000000006, 0.0000000037, -0.0000000002, -0.0000000089, 
0.0000000041, 0.0000000919, 0.0000000093, -0.0000000025, -0.0000000655, -0.0000000257, 0.0000000768, -0.0000000036, 0.0000000012, -0.0000000000, 0.0000000587, 0.0000000000, 0.0000000002, 0.0000000000, 0.0000000000, -0.0000000001, 0.0000000059, -0.0000000011, 0.0000000088, -0.0000000001, 0.0000000033, 0.0000000329, 
0.0000000101, -0.0000000028, 0.0000000006, -0.0000000197, -0.0000000136, -0.0000000008, 0.0000000023, -0.0000000032, -0.0000000542, 0.0000000000, 0.0000000000, 0.0000000588, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000003, -0.0000000001, 0.0000000002, 0.0000000009, -0.0000000001, -0.0000000002, 0.0000000022, 
-0.0000000209, 0.0000000351, 0.0000000020, 0.0000002091, 0.0000031737, 0.0000001463, 0.0000000277, 0.0000000114, 0.0000000585, -0.0000000000, 0.0000000002, 0.0000000000, 0.0000062442, 0.0000000001, -0.0000000001, -0.0000000004, -0.0000000398, 0.0000000018, -0.0000004656, -0.0000000026, -0.0000000324, 0.0000000043, 
